Sample,N,I,S,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0.025,9937,248,9618,8758,815,44,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.05,9937,497,9300,7643,1465,173,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.075,9937,745,8950,6651,1970,292,34,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.1,9937,994,8590,5772,2297,461,54,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.125,9937,1242,8247,5058,2453,627,91,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.15,9937,1491,7901,4405,2564,779,127,23,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.25,9937,2484,6306,2440,2337,1113,329,66,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0.01,9937,99,9810,9425,381,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.025,9937,248,9602,8699,865,36,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.05,9937,497,9256,7601,1520,124,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.075,9937,745,8901,6653,1942,281,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.1,9937,994,8551,5843,2233,413,57,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.125,9937,1242,8181,5056,2450,565,95,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.15,9937,1491,7810,4405,2531,699,148,21,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.25,9937,2484,6274,2488,2316,1044,333,79,12,2,0,0,0,0,0,0,0,0,0,0,0,0,0
0.01,9937,99,9798,9408,386,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.025,9937,248,9565,8654,874,36,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.05,9937,497,9121,7543,1446,122,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.075,9937,745,8721,6545,1867,282,25,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.1,9937,994,8294,5636,2176,430,47,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.125,9937,1242,7843,4842,2338,566,86,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.15,9937,1491,7386,4175,2380,676,134,19,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.01,9937,99,9822,9414,402,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.025,9937,248,9626,8688,887,48,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.05,9937,497,9304,7619,1530,144,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.075,9937,745,8988,6731,1932,293,29,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.1,9937,994,8678,5901,2255,466,49,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.125,9937,1242,8354,5162,2472,622,84,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.15,9937,1491,8034,4503,2648,711,145,25,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.25,9937,2484,6661,2532,2479,1160,391,81,16,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0.01,9937,99,9831,9443,379,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.025,9937,248,9667,8733,884,49,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.05,9937,497,9396,7704,1550,131,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.075,9937,745,9117,6786,2017,295,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.1,9937,994,8835,5963,2382,438,50,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.125,9937,1242,8552,5189,2638,621,91,11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.15,9937,1491,8278,4540,2799,770,150,15,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.25,9937,2484,7089,2651,2631,1284,421,88,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.01,9931,99,9817,9460,350,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.025,9931,248,9647,8769,838,39,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.05,9931,497,9360,7708,1513,131,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.075,9931,745,9061,6794,1956,278,31,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.1,9931,993,8758,6000,2281,415,54,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.125,9931,1241,8478,5266,2479,635,86,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.15,9931,1490,8178,4588,2626,804,140,19,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0.25,9931,2483,6972,2680,2626,1212,362,69,17,4,2,0,0,0,0,0,0,0,0,0,0,0,0
0.01,9931,99,9819,9446,365,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.025,9931,248,9656,8732,882,38,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.05,9931,497,9369,7624,1580,149,13,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.075,9931,745,9075,6710,2015,311,34,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.1,9931,993,8786,5883,2375,444,74,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.125,9931,1241,8498,5172,2622,581,105,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.15,9931,1490,8192,4480,2775,752,157,25,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.25,9931,2483,6971,2643,2643,1201,372,93,16,2,0,1,0,0,0,0,0,0,0,0,0,0,0
0.01,9931,99,9827,9424,395,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.025,9931,248,9651,8752,864,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.05,9931,497,9379,7662,1580,131,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.075,9931,745,9098,6776,2037,251,32,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.1,9931,993,8829,5957,2392,411,61,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.125,9931,1241,8540,5217,2593,622,97,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.15,9931,1490,8263,4610,2696,780,152,23,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.25,9931,2483,7111,2694,2690,1238,375,99,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.01,9931,99,9813,9435,369,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.025,9931,248,9621,8721,851,48,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.05,9931,497,9301,7657,1495,142,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.075,9931,745,8978,6748,1926,273,26,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.1,9931,993,8643,5840,2292,452,48,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.125,9931,1241,8289,5081,2504,585,109,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.15,9931,1490,7967,4430,2596,759,163,17,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.25,9931,2483,6479,2492,2391,1142,343,93,15,3,0,0,0,0,0,0,0,0,0,0,0,0,0
0.01,9931,99,9771,9394,370,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.025,9931,248,9505,8645,822,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.05,9931,497,9047,7484,1421,137,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.075,9931,745,8603,6406,1898,264,31,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.1,9931,993,8103,5443,2172,434,46,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.125,9931,1241,7589,4625,2324,544,88,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.15,9931,1490,7047,3931,2324,650,127,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.01,9931,99,9814,9403,401,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.025,9931,248,9629,8639,953,36,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.05,9931,497,9295,7571,1575,136,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.075,9931,745,8954,6570,2070,290,22,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.1,9931,993,8602,5714,2356,465,61,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.125,9931,1241,8245,4977,2551,612,93,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.15,9931,1490,7901,4354,2638,745,142,17,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.25,9931,2483,6317,2484,2301,1096,336,85,11,4,0,0,0,0,0,0,0,0,0,0,0,0,0
0.01,9931,99,9797,9387,400,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.025,9931,248,9604,8681,883,39,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.05,9931,497,9254,7552,1541,152,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.075,9931,745,8878,6593,1958,291,32,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.1,9931,993,8538,5713,2355,402,62,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.125,9931,1241,8174,4970,2544,560,84,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.15,9931,1490,7791,4345,2573,724,132,14,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.25,9931,2483,6113,2380,2299,1022,326,69,11,6,0,0,0,0,0,0,0,0,0,0,0,0,0
0.01,9931,99,9813,9428,376,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.025,9931,248,9632,8718,862,50,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.05,9931,497,9348,7649,1544,140,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.075,9931,745,9056,6673,2060,281,38,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.1,9931,993,8762,5902,2353,451,50,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.125,9931,1241,8460,5114,2607,614,110,13,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.15,9931,1490,8145,4500,2694,755,169,24,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.25,9931,2483,6945,2585,2637,1218,393,93,15,4,0,0,0,0,0,0,0,0,0,0,0,0,0
0.01,9931,99,9823,9412,405,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.025,9931,248,9659,8723,891,38,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.05,9931,497,9373,7705,1501,158,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.075,9931,745,9084,6778,1983,297,22,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.1,9931,993,8798,5959,2314,457,60,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0.125,9931,1241,8506,5199,2568,627,95,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.15,9931,1490,8220,4584,2694,784,129,27,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0.25,9931,2483,7028,2761,2551,1245,377,77,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0.01,9931,99,9823,9473,342,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.025,9931,248,9646,8750,852,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.05,9931,497,9354,7745,1456,145,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.075,9931,745,9066,6791,1952,295,27,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.1,9931,993,8774,6015,2235,455,65,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.125,9931,1241,8476,5294,2477,591,97,14,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.15,9931,1490,8180,4647,2594,757,160,17,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0.25,9931,2483,6980,2696,2552,1247,381,90,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0.01,9939,99,9810,9385,418,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.025,9939,248,9611,8607,955,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.05,9939,497,9253,7563,1524,157,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.075,9939,745,8910,6585,1994,301,28,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.1,9939,994,8552,5722,2290,474,62,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0.125,9939,1242,8173,4995,2451,607,102,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.15,9939,1491,7753,4326,2516,753,134,21,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.25,9939,2485,6012,2387,2194,1028,323,69,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.01,9939,99,9823,9438,375,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.025,9939,248,9653,8803,799,49,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.05,9939,497,9370,7745,1475,139,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.075,9939,745,9068,6788,1949,298,32,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.1,9939,994,8791,5973,2267,483,66,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.125,9939,1242,8504,5229,2523,644,95,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.15,9939,1491,8206,4558,2644,841,139,21,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.25,9939,2485,7018,2634,2609,1280,372,100,22,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0.01,9939,99,9833,9397,430,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.025,9939,248,9665,8669,952,42,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.05,9939,497,9372,7521,1671,166,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.075,9939,745,9091,6627,2136,300,25,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.1,9939,994,8805,5807,2482,464,41,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.125,9939,1242,8510,5146,2607,646,95,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.15,9939,1491,8207,4487,2708,826,164,19,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.25,9939,2485,7021,2709,2516,1273,407,99,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0.01,9939,99,9821,9416,399,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.025,9939,248,9636,8702,876,57,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.05,9939,497,9334,7598,1578,147,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.075,9939,745,9025,6697,1986,311,29,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.1,9939,994,8719,5847,2329,475,63,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.125,9939,1242,8423,5137,2498,658,115,12,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.15,9939,1491,8101,4485,2624,808,161,20,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
0.25,9939,2485,6819,2534,2557,1215,404,86,19,4,0,0,0,0,0,0,0,0,0,0,0,0,0
0.01,9939,99,9823,9423,391,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.025,9939,248,9638,8670,914,51,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.05,9939,497,9352,7548,1636,154,12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.075,9939,745,9071,6674,2063,299,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.1,9939,994,8781,5867,2381,470,55,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.125,9939,1242,8476,5185,2585,594,100,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.15,9939,1491,8176,4542,2724,741,152,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.25,9939,2485,6911,2646,2551,1227,391,75,17,2,2,0,0,0,0,0,0,0,0,0,0,0,0
0.01,9939,99,9827,9440,383,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.025,9939,248,9656,8716,901,36,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.05,9939,497,9373,7639,1578,144,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.075,9939,745,9089,6741,2015,300,30,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.1,9939,994,8797,5879,2386,453,69,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.125,9939,1242,8490,5150,2557,647,119,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.15,9939,1491,8202,4553,2629,825,159,34,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.25,9939,2485,6967,2638,2540,1272,409,89,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0.01,9939,99,9833,9442,383,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.025,9939,248,9661,8710,902,48,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.05,9939,497,9379,7636,1573,161,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.075,9939,745,9090,6685,2053,316,34,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.1,9939,994,8795,5835,2428,461,60,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.125,9939,1242,8519,5096,2658,646,101,16,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.15,9939,1491,8209,4440,2743,828,172,21,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0.25,9939,2485,7000,2634,2545,1303,397,101,14,6,0,0,0,0,0,0,0,0,0,0,0,0,0
0.01,9939,99,9812,9423,381,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.025,9939,248,9613,8659,911,42,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.05,9939,497,9292,7601,1528,152,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.075,9939,745,8953,6623,2022,285,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.1,9939,994,8633,5812,2322,445,47,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.125,9939,1242,8274,5008,2563,602,91,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.15,9939,1491,7911,4334,2650,765,136,21,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.25,9939,2485,6464,2472,2445,1097,355,81,12,2,0,0,0,0,0,0,0,0,0,0,0,0,0
0.01,9939,99,9830,9440,385,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.025,9939,248,9671,8762,869,39,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.05,9939,497,9384,7680,1541,151,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.075,9939,745,9085,6801,1970,277,35,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.1,9939,994,8803,5968,2322,454,53,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.125,9939,1242,8522,5210,2569,631,100,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.15,9939,1491,8235,4546,2747,764,155,17,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0.25,9939,2485,7072,2649,2557,1340,398,102,23,2,1,0,0,0,0,0,0,0,0,0,0,0,0
0.01,9939,99,9831,9422,397,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.025,9939,248,9669,8743,879,46,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.05,9939,497,9384,7672,1557,146,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.075,9939,745,9103,6732,2027,310,31,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.1,9939,994,8820,5934,2319,493,65,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.125,9939,1242,8544,5162,2603,657,103,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.15,9939,1491,8268,4523,2746,819,150,26,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.25,9939,2485,7109,2686,2640,1253,423,89,14,3,1,0,0,0,0,0,0,0,0,0,0,0,0
